Date,Price,Exogenous 1,Exogenous 2
2019-01-11 23:00:00,66.03,35478.0,8186.6
2019-01-12 00:00:00,63.9,32527.0,7904.9
2019-01-12 01:00:00,67.18,30149.0,7662.4
2019-01-12 02:00:00,59.86,27783.0,7491.3
2019-01-12 03:00:00,53.89,26122.0,7338.0
2019-01-12 04:00:00,51.6,25231.0,7185.9
2019-01-12 05:00:00,51.4,24859.0,7060.4
2019-01-12 06:00:00,51.45,24771.0,6907.6
2019-01-12 07:00:00,52.37,25546.0,6762.6
2019-01-12 08:00:00,57.49,27531.0,6676.3
2019-01-12 09:00:00,64.0,29502.0,6648.1
2019-01-12 10:00:00,68.0,32355.0,7098.4
2019-01-12 11:00:00,68.39,34565.0,8128.3
2019-01-12 12:00:00,67.13,34674.0,9449.2
2019-01-12 13:00:00,64.69,34108.0,10432.2
2019-01-12 14:00:00,66.12,33847.0,10868.2
2019-01-12 15:00:00,64.58,33148.0,11010.6
2019-01-12 16:00:00,59.86,31966.0,10950.7
2019-01-12 17:00:00,57.52,31105.0,10320.199999999999
2019-01-12 18:00:00,59.86,31128.0,8957.7
2019-01-12 19:00:00,68.39,33242.0,7848.2
2019-01-12 20:00:00,69.45,34259.0,7786.0
2019-01-12 21:00:00,69.69,34975.0,7976.3
2019-01-12 22:00:00,69.45,34777.0,8104.3
2019-01-12 23:00:00,68.71,33051.0,8091.2
2019-01-13 00:00:00,67.83,30707.0,8047.6
2019-01-13 01:00:00,57.48,27970.0,8596.7
2019-01-13 02:00:00,52.29,25744.0,8600.6
2019-01-13 03:00:00,50.81,24010.0,8511.7
2019-01-13 04:00:00,50.0,23050.0,8397.3
2019-01-13 05:00:00,49.91,22634.0,8357.2
2019-01-13 06:00:00,49.91,22653.0,8303.2
2019-01-13 07:00:00,49.97,23241.0,8222.1
2019-01-13 08:00:00,50.97,24315.0,8045.1
2019-01-13 09:00:00,51.31,25422.0,7853.5
2019-01-13 10:00:00,52.29,27560.0,8169.0
2019-01-13 11:00:00,61.78,29687.0,8988.300000000001
2019-01-13 12:00:00,62.5,30404.0,10006.300000000001
2019-01-13 13:00:00,63.15,30141.0,10491.699999999999
2019-01-13 14:00:00,66.0,30215.0,10572.0
2019-01-13 15:00:00,66.0,30156.0,10587.4
2019-01-13 16:00:00,63.67,28997.0,10258.4
2019-01-13 17:00:00,60.82,28195.0,9647.0
2019-01-13 18:00:00,64.39,28315.0,8486.0
2019-01-13 19:00:00,68.52,30624.0,7698.2
2019-01-13 20:00:00,70.11,32428.0,7542.0
2019-01-13 21:00:00,71.69,33710.0,7506.7
2019-01-13 22:00:00,71.69,33992.0,7463.2
2019-01-13 23:00:00,70.01,32576.0,7466.8
2019-01-14 00:00:00,68.0,30021.0,7535.8
2019-01-14 01:00:00,60.0,27400.0,8232.0
2019-01-14 02:00:00,51.91,25129.0,8397.5
2019-01-14 03:00:00,51.41,23959.0,8431.1
2019-01-14 04:00:00,50.81,23522.0,8437.9
2019-01-14 05:00:00,50.47,23560.0,8454.2
2019-01-14 06:00:00,51.31,24505.0,8503.6
2019-01-14 07:00:00,56.2,27837.0,8579.4
2019-01-14 08:00:00,66.49,33080.0,8680.9
2019-01-14 09:00:00,67.83,36746.0,8798.300000000001
2019-01-14 10:00:00,68.07,37913.0,9354.4
2019-01-14 11:00:00,67.27,38452.0,10160.1
2019-01-14 12:00:00,67.0,38145.0,10885.9
2019-01-14 13:00:00,67.2,37444.0,11192.8
2019-01-14 14:00:00,66.42,36971.0,10999.099999999999
2019-01-14 15:00:00,64.33,35739.0,10796.6
2019-01-14 16:00:00,62.56,35178.0,10395.0
2019-01-14 17:00:00,62.84,34851.0,9591.4
2019-01-14 18:00:00,68.07,35114.0,8279.0
2019-01-14 19:00:00,71.64,37234.0,7428.2
2019-01-14 20:00:00,72.52,38367.0,7014.3
2019-01-14 21:00:00,71.81,38769.0,6756.6
2019-01-14 22:00:00,70.11,37907.0,6602.2
2019-01-14 23:00:00,68.4,35006.0,6331.2
2019-01-15 00:00:00,65.54,31677.0,6015.0
2019-01-15 01:00:00,60.0,29540.0,6173.4
2019-01-15 02:00:00,56.2,27218.0,5753.9
2019-01-15 03:00:00,54.9,25989.0,5400.2
2019-01-15 04:00:00,54.9,25537.0,5029.1
2019-01-15 05:00:00,54.9,25433.0,4616.8
2019-01-15 06:00:00,57.57,26098.0,4185.8
2019-01-15 07:00:00,66.01,28894.0,3765.3
2019-01-15 08:00:00,68.65,33934.0,3300.1
2019-01-15 09:00:00,70.16,37375.0,2921.4
2019-01-15 10:00:00,70.11,38550.0,3080.2
2019-01-15 11:00:00,71.04,39094.0,3515.2
2019-01-15 12:00:00,70.11,38784.0,3776.6
2019-01-15 13:00:00,69.43,38059.0,3898.9
2019-01-15 14:00:00,69.43,37413.0,3923.3
2019-01-15 15:00:00,69.13,36300.0,3708.3
2019-01-15 16:00:00,68.99,35685.0,3324.6
2019-01-15 17:00:00,69.08,35591.0,2755.1000000000004
2019-01-15 18:00:00,71.52,35868.0,1994.4
2019-01-15 19:00:00,74.05,38134.0,1831.9
2019-01-15 20:00:00,74.74,39718.0,1748.6
2019-01-15 21:00:00,72.92,39911.0,1840.1
2019-01-15 22:00:00,72.71,38889.0,2081.2
2019-01-15 23:00:00,71.88,35911.0,2303.7
2019-01-16 00:00:00,70.16,32431.0,2521.6
2019-01-16 01:00:00,70.16,29402.0,2555.9
2019-01-16 02:00:00,68.4,27157.0,2615.0
2019-01-16 03:00:00,66.0,25890.0,2659.4
2019-01-16 04:00:00,63.93,25422.0,2677.4
2019-01-16 05:00:00,61.07,25345.0,2733.9
2019-01-16 06:00:00,63.93,26057.0,2784.4
2019-01-16 07:00:00,68.07,28851.0,2830.4
2019-01-16 08:00:00,70.3,33860.0,2708.7
2019-01-16 09:00:00,71.69,37080.0,2622.6
2019-01-16 10:00:00,72.47,38070.0,2945.0
2019-01-16 11:00:00,72.2,38469.0,3500.1000000000004
2019-01-16 12:00:00,71.04,38119.0,3881.1
2019-01-16 13:00:00,70.04,37448.0,4083.5
2019-01-16 14:00:00,70.0,36959.0,4288.9
2019-01-16 15:00:00,68.71,35954.0,4342.6
2019-01-16 16:00:00,68.29,35317.0,4117.3
2019-01-16 17:00:00,68.29,34970.0,3496.7000000000003
2019-01-16 18:00:00,69.59,35226.0,2659.3999999999996
2019-01-16 19:00:00,72.33,37306.0,2369.1
2019-01-16 20:00:00,72.95,38616.0,2316.4
2019-01-16 21:00:00,72.2,39253.0,2420.4
2019-01-16 22:00:00,72.99,38327.0,2656.0
2019-01-16 23:00:00,71.59,35265.0,2726.9
2019-01-17 00:00:00,70.0,31964.0,2772.0
2019-01-17 01:00:00,67.36,29346.0,3138.9
2019-01-17 02:00:00,65.54,27128.0,3249.5
2019-01-17 03:00:00,58.9,25879.0,3330.3
2019-01-17 04:00:00,55.0,25415.0,3405.5
2019-01-17 05:00:00,52.2,25359.0,3585.2
2019-01-17 06:00:00,54.1,26007.0,3882.2
2019-01-17 07:00:00,60.02,28802.0,4262.5
2019-01-17 08:00:00,67.07,33776.0,4539.6
2019-01-17 09:00:00,68.17,37092.0,4701.900000000001
2019-01-17 10:00:00,68.13,38325.0,5113.6
2019-01-17 11:00:00,68.07,38914.0,5792.400000000001
2019-01-17 12:00:00,67.46,38596.0,6380.2
2019-01-17 13:00:00,67.16,38012.0,6948.4
2019-01-17 14:00:00,67.01,37574.0,7105.4
2019-01-17 15:00:00,65.18,36340.0,6894.0
2019-01-17 16:00:00,65.08,35757.0,6498.0
2019-01-17 17:00:00,66.26,35495.0,5801.2
2019-01-17 18:00:00,68.25,35756.0,4828.7
2019-01-17 19:00:00,72.09,37749.0,4376.200000000001
2019-01-17 20:00:00,73.45,38970.0,4318.6
2019-01-17 21:00:00,70.84,39371.0,4343.2
2019-01-17 22:00:00,70.11,38558.0,4393.9
2019-01-17 23:00:00,68.74,35735.0,4142.9
2019-01-18 00:00:00,68.12,32417.0,3819.3
2019-01-18 01:00:00,68.1,29473.0,3880.1
2019-01-18 02:00:00,66.05,27354.0,3838.5
2019-01-18 03:00:00,61.87,26109.0,3820.5
2019-01-18 04:00:00,58.85,25636.0,3822.2
2019-01-18 05:00:00,58.07,25568.0,3672.0
2019-01-18 06:00:00,61.06,26254.0,3519.5
2019-01-18 07:00:00,66.31,28976.0,3394.5
2019-01-18 08:00:00,71.35,33912.0,3294.1
2019-01-18 09:00:00,71.94,37153.0,3240.3999999999996
2019-01-18 10:00:00,71.95,38314.0,3673.8
2019-01-18 11:00:00,72.01,38747.0,4550.3
2019-01-18 12:00:00,71.2,38548.0,5258.599999999999
2019-01-18 13:00:00,69.74,37907.0,5737.2
2019-01-18 14:00:00,68.6,37449.0,6038.0
2019-01-18 15:00:00,67.44,36195.0,6165.7
2019-01-18 16:00:00,68.14,35412.0,6177.0
2019-01-18 17:00:00,69.0,34939.0,5558.7
2019-01-18 18:00:00,70.11,34993.0,4828.7
2019-01-18 19:00:00,70.74,36772.0,4527.0
2019-01-18 20:00:00,71.69,38003.0,4573.0
2019-01-18 21:00:00,70.74,38083.0,4682.9
2019-01-18 22:00:00,69.69,37311.0,4809.9
2019-01-18 23:00:00,68.5,34982.0,4761.0
2019-01-19 00:00:00,68.36,32042.0,4716.1
2019-01-19 01:00:00,70.16,29963.0,4282.8
2019-01-19 02:00:00,68.4,27602.0,4397.6
2019-01-19 03:00:00,64.11,25979.0,4536.5
2019-01-19 04:00:00,59.2,25043.0,4690.4
2019-01-19 05:00:00,55.55,24659.0,4953.3
2019-01-19 06:00:00,56.6,24593.0,5229.8
2019-01-19 07:00:00,57.96,25290.0,5518.9
2019-01-19 08:00:00,62.84,27007.0,5677.5
2019-01-19 09:00:00,65.48,28848.0,5853.200000000001
2019-01-19 10:00:00,68.71,31501.0,6307.799999999999
2019-01-19 11:00:00,68.5,33638.0,6900.400000000001
2019-01-19 12:00:00,68.25,34028.0,7335.8
2019-01-19 13:00:00,66.95,33530.0,7605.7
2019-01-19 14:00:00,64.2,33456.0,7727.1
2019-01-19 15:00:00,63.93,32790.0,7697.5
2019-01-19 16:00:00,61.73,31606.0,7553.9
2019-01-19 17:00:00,62.93,30728.0,7098.3
2019-01-19 18:00:00,66.4,30746.0,6772.1
2019-01-19 19:00:00,68.71,32682.0,6902.4
2019-01-19 20:00:00,70.0,33914.0,7233.3
2019-01-19 21:00:00,67.56,34579.0,7597.7
2019-01-19 22:00:00,66.42,34408.0,7995.8
2019-01-19 23:00:00,66.02,32732.0,7840.6
2019-01-20 00:00:00,63.5,30418.0,7631.3
2019-01-20 01:00:00,66.69,27726.0,7032.3
2019-01-20 02:00:00,63.41,25475.0,6791.5
2019-01-20 03:00:00,60.44,23916.0,6587.1
2019-01-20 04:00:00,54.6,23061.0,6474.0
2019-01-20 05:00:00,51.52,22674.0,6682.0
2019-01-20 06:00:00,51.71,22668.0,6912.9
2019-01-20 07:00:00,51.98,23085.0,7149.0
2019-01-20 08:00:00,54.72,24085.0,7547.3
2019-01-20 09:00:00,54.47,25022.0,8238.8
2019-01-20 10:00:00,62.91,27264.0,9183.1
2019-01-20 11:00:00,66.3,29670.0,10444.5
2019-01-20 12:00:00,66.15,30658.0,11557.0
2019-01-20 13:00:00,65.12,30567.0,12556.0
2019-01-20 14:00:00,62.41,30808.0,12926.0
2019-01-20 15:00:00,58.57,30590.0,12988.800000000001
2019-01-20 16:00:00,55.39,29102.0,12871.5
2019-01-20 17:00:00,58.02,28317.0,11895.2
2019-01-20 18:00:00,66.68,28378.0,10401.3
2019-01-20 19:00:00,69.0,30618.0,9325.4
2019-01-20 20:00:00,70.11,32520.0,9119.7
2019-01-20 21:00:00,70.01,33730.0,8953.3
2019-01-20 22:00:00,69.08,33827.0,8990.0
2019-01-20 23:00:00,68.21,32497.0,8728.2
2019-01-21 00:00:00,64.5,29902.0,8499.6
2019-01-21 01:00:00,55.54,26908.0,8397.8
2019-01-21 02:00:00,53.02,24867.0,8244.7
2019-01-21 03:00:00,52.1,23779.0,8082.7
2019-01-21 04:00:00,51.31,23285.0,7900.8
2019-01-21 05:00:00,51.14,23325.0,7810.6
2019-01-21 06:00:00,53.23,24269.0,7771.4
2019-01-21 07:00:00,64.45,27396.0,7746.3
2019-01-21 08:00:00,68.87,32495.0,7663.8
2019-01-21 09:00:00,70.75,36077.0,7612.3
2019-01-21 10:00:00,71.94,37578.0,8194.7
2019-01-21 11:00:00,71.69,38202.0,9318.800000000001
2019-01-21 12:00:00,70.47,38150.0,10467.800000000001
2019-01-21 13:00:00,70.0,37668.0,11196.0
2019-01-21 14:00:00,69.0,37327.0,11458.199999999999
2019-01-21 15:00:00,68.3,36308.0,11407.5
2019-01-21 16:00:00,68.25,35642.0,11174.3
2019-01-21 17:00:00,68.4,35341.0,10251.8
2019-01-21 18:00:00,70.0,35641.0,8995.5
2019-01-21 19:00:00,71.69,37511.0,8015.099999999999
2019-01-21 20:00:00,73.15,38827.0,7463.4
2019-01-21 21:00:00,73.9,39106.0,7186.3
2019-01-21 22:00:00,71.05,37908.0,7106.3
2019-01-21 23:00:00,69.01,35162.0,6796.5
2019-01-22 00:00:00,67.02,31698.0,6563.0
2019-01-22 01:00:00,63.93,29427.0,6481.9
2019-01-22 02:00:00,58.71,27115.0,6555.5
2019-01-22 03:00:00,56.68,25872.0,6655.1
2019-01-22 04:00:00,52.92,25362.0,6777.8
2019-01-22 05:00:00,52.1,25371.0,7064.5
2019-01-22 06:00:00,54.67,26051.0,7375.1
2019-01-22 07:00:00,63.57,28681.0,7706.2
2019-01-22 08:00:00,70.01,33613.0,7921.0
2019-01-22 09:00:00,70.47,37072.0,8126.5
2019-01-22 10:00:00,71.2,38467.0,8832.4
2019-01-22 11:00:00,70.9,39220.0,9873.3
2019-01-22 12:00:00,70.11,39173.0,10750.0
2019-01-22 13:00:00,69.56,38815.0,11402.1
2019-01-22 14:00:00,68.4,38409.0,11987.5
2019-01-22 15:00:00,67.01,37109.0,12405.800000000001
2019-01-22 16:00:00,64.24,36428.0,12604.9
2019-01-22 17:00:00,63.93,36053.0,12316.8
2019-01-22 18:00:00,64.8,36356.0,11887.3
2019-01-22 19:00:00,68.12,38239.0,11781.5
2019-01-22 20:00:00,69.56,39463.0,11846.9
2019-01-22 21:00:00,70.1,39921.0,11983.2
2019-01-22 22:00:00,68.71,38880.0,12129.4
2019-01-22 23:00:00,66.52,36099.0,12416.3
2019-01-23 00:00:00,53.02,32422.0,12675.0
2019-01-23 01:00:00,51.57,29403.0,13347.8
2019-01-23 02:00:00,51.0,27238.0,13707.7
2019-01-23 03:00:00,50.0,25909.0,14020.5
2019-01-23 04:00:00,49.56,25442.0,14297.0
2019-01-23 05:00:00,49.05,25409.0,14478.2
2019-01-23 06:00:00,49.49,26109.0,14533.1
